Category,Emotion,Input_query,Response,Sentiment
Boarding pass related queries,Happy,I would like to switch from my aisle seat to a window seat. Is this feasible? How should I proceed?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,"A window seat would be preferable to my aisle seat, which I would like to switch. Could it be done? If yes, where do I go from here?",We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,I would like to trade my aisle seat for a window seat. Is it feasible? What should I do?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,"My seat is a walkway seat, I need to get it traded with a seat by the window. Is it conceivable? Where would it be advisable for me to go?",We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,I want a window seat. Where should I contact? ,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,"All I want a window seat, please. Whom should I speak with?",We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,A window seat would be nice. Where do I make contact?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,I need a seat beside the window. Who do I speak with?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,A window seat is what I desire. Who should I get in touch with?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,I need a seat by the window. Where would it be a good idea for me to contact?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,This is my first flight and I want to see the clouds. How do I get a window seat?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,My goal is to see the clouds as this is my first flight. Where can I find a window seat?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,I want to see the clouds because this is my first aeroplane ride. How do I acquire a seat by the window?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,I wish to see the clouds as this is my first flight. I need a window seat; what do I do?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,This is my most memorable flight and I need to see the clouds. How would I get a seat by the window?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,I need a window seat. ,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,Clouds are so mesmerizing from the sky. I don't want to miss this view. Where should I contact to get a window seat?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,Clouds look very captivating from above. This view is one I don't want to miss. Who should I speak with to reserve a window seat?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,"From above, clouds are incredibly captivating. Don't let me miss this vista, please. How do I go about getting a window seat?",We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,"Skyward, clouds are quite stunning. This is a view I don't want to miss. If I want a window seat, who should I contact?",We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,"From above, clouds are quite beautiful. I don't want to miss this vista. Who should I get in touch with to reserve a window seat?",We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Happy,Mists are so entrancing from the sky. I would rather not miss this view. Where would it be a good idea for me to contact to get a seat by the window?,We are happy to help everyone. Boarding pass and seat related queries are handled at the Boarding counter. Happy to have you onboard!,Positive
Boarding pass related queries,Sad,My flight got rescheduled and now I would miss my connecting flight. Therefore I would like to cancle my ticket. ,That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,"My flight was changed, and I would now be missing my connecting flight. As a result, I want to cancel my ticket.",That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,I would now miss my connecting flight because my flight was rescheduled. I therefore want to cancel my ticket.,That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,"I would now miss my connecting connection because of the rescheduled flight I was on. To cancel my ticket as a result, please.",That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,I would now miss my connecting flight because my flight had to be rescheduled. I want to cancel my ticket as a result.,That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,My flight got rescheduled and presently I would miss my corresponding flight. Thus I might want to cancle my ticket. All my plans got ruined. ,That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,"Unfortunately, I have to cancle my trip. Where should I go regarding the same?",That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,"I must, regrettably, cancel my trip. Where should I go in relation to this?",That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,I'm sorry to have to cancel my trip. What should I do in this regard?,That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,"I've got to cancel my trip, unfortunately. In regards to this, where should I go?",That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,"Unfortunately, I must cancel my trip. Where should I go for this?",That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,"Tragically, I need to cancle my outing. Where would it be advisable for me to go in regards to something very similar?",That is something we would never want to hear. It would had been great having you onboard. Queries related to the boarding pass will be handled at the boarding counter itself. ,Negative
Boarding pass related queries,Sad,I lost my boarding pass somewhere. What should I do now? ,Oh! Do not worry. Go to the Boarding counter. Boarding pass will be issued from there after verifying your identity.,Negative
Boarding pass related queries,Sad,I misplaced my boarding pass. Now what should I do?,Oh! Do not worry. Go to the Boarding counter. Boarding pass will be issued from there after verifying your identity.,Negative
Boarding pass related queries,Sad,Somewhere I misplaced my boarding pass. Now what do I need to do?,Oh! Do not worry. Go to the Boarding counter. Boarding pass will be issued from there after verifying your identity.,Negative
Boarding pass related queries,Sad,I think I misplaced my boarding pass. Now what do I do?,Oh! Do not worry. Go to the Boarding counter. Boarding pass will be issued from there after verifying your identity.,Negative
Boarding pass related queries,Sad,I lost my ticket some place. What would it be a good idea for me to do now?,Oh! Do not worry. Go to the Boarding counter. Boarding pass will be issued from there after verifying your identity.,Negative
Boarding pass related queries,Sad,My boarding pass is torned from the edge due to which the machine in unable to read it. To whom should I contact?,Oh! Do not worry. Go to the Boarding counter. Boarding pass will be issued from there after verifying your identity.,Negative
Boarding pass related queries,Sad,"My boarding permit has been shredded from the edge, making it impossible for the machine to read it. Who should I get in touch with?",Oh! Do not worry. Go to the Boarding counter. Boarding pass will be issued from there after verifying your identity.,Negative
Boarding pass related queries,Sad,"The edge of my boarding card is torn, making it impossible for the machine to read it. Whom should I speak with?",Oh! Do not worry. Go to the Boarding counter. Boarding pass will be issued from there after verifying your identity.,Negative
Boarding pass related queries,Sad,The machine can't read my boarding pass since it has been shredded from the edge. Where should I convey this problem?,Oh! Do not worry. Go to the Boarding counter. Boarding pass will be issued from there after verifying your identity.,Negative
Boarding pass related queries,Sad,My ticket is torn from the edge because of which the machine in unfit to understand it. To whom would it be advisable for me to contact?,Oh! Do not worry. Go to the Boarding counter. Boarding pass will be issued from there after verifying your identity.,Negative
Boarding pass related queries,Anger,My name has been misspelt on the boarding pass. Where should I go to make it correct?,We apologise for the mistake. Go to the boarding counter and get it rectified in no time. ,Negative
Boarding pass related queries,Anger,I am getting late and the barcode on my boarding pass has some issue. I have an important meeting to catch. ,We apologise for the mistake. Go to the boarding counter and get it rectified in no time. ,Negative
Boarding pass related queries,Anger,"My boarding pass's barcode has a problem, and I'm running late. I need to get to an important meeting and by important I mean it is very important",We apologise for the mistake. Go to the boarding counter and get it rectified in no time. ,Negative
Boarding pass related queries,Anger,"I'm running behind schedule, and there's a problem with the boarding pass's barcode. I need to leave for a crucial meeting.",We apologise for the mistake. Go to the boarding counter and get it rectified in no time. ,Negative
Boarding pass related queries,Anger,"The barcode on my boarding pass isn't working properly, and I'm running late. I must hurry because I have a crucial meeting.",We apologise for the mistake. Go to the boarding counter and get it rectified in no time. ,Negative
Boarding pass related queries,Anger,"My boarding pass's barcode is malfunctioning, and I'm running late. I need to leave because I have a crucial meeting.",We apologise for the mistake. Go to the boarding counter and get it rectified in no time. ,Negative
Boarding pass related queries,Anger,I'm getting late and the standardized tag on my ticket has some issue. I have a significant gathering to get.,We apologise for the mistake. Go to the boarding counter and get it rectified in no time. ,Negative
Boarding pass related queries,Anger,Departure of my flight got delayed and now i will miss my connecting flight also. I want refund of my ticket. ,We understand your situation and will try to provide you with the best possible solution. Kindly go to the boarding counter.,Negative
Boarding pass related queries,Anger,"My flight's departure was delayed, and I will now also miss my connecting flight. My ticket should be refunded.",We understand your situation and will try to provide you with the best possible solution. Kindly go to the boarding counter.,Negative
Boarding pass related queries,Anger,I will now miss my connecting connection because my flight's departure was delayed. I want my ticket money back in any case.,We understand your situation and will try to provide you with the best possible solution. Kindly go to the boarding counter.,Negative
Boarding pass related queries,Anger,"Due to the delay in my flight's takeoff, I will now also miss my connecting connection. My ticket needs to be refunded right now.",We understand your situation and will try to provide you with the best possible solution. Kindly go to the boarding counter.,Negative
Boarding pass related queries,Anger,Takeoff of my flight got postponed and presently I will miss my corresponding flight moreover. I need discount of my ticket.,We understand your situation and will try to provide you with the best possible solution. Kindly go to the boarding counter.,Negative
Boarding pass related queries,Anger,"After rectifying once, this is the second time I found misprint on my boarding pass. Am i supposed to do this only?",We understand your situation and will try to provide you with the best possible solution. Kindly go to the boarding counter.,Negative
Boarding pass related queries,Anger,This is the second time that I have discovered an error on my boarding pass after fixing the first one. Is this all I'm meant to do?,We understand your situation and will try to provide you with the best possible solution. Kindly go to the boarding counter.,Negative
Boarding pass related queries,Anger,"This is the second time I have discovered an error on my boarding pass, which I have already corrected. Am I only supposed to do this?",We understand your situation and will try to provide you with the best possible solution. Kindly go to the boarding counter.,Negative
Boarding pass related queries,Anger,"My boarding pass has a mistake for the second time, which I have already corrected. Should I only perform this?",We understand your situation and will try to provide you with the best possible solution. Kindly go to the boarding counter.,Negative
Boarding pass related queries,Anger,"This is the second time that I have discovered an error on my boarding pass, which I have already corrected. Do I only have to do this?",We understand your situation and will try to provide you with the best possible solution. Kindly go to the boarding counter.,Negative
Boarding pass related queries,Anger,"In the wake of correcting once, this is the second time I found misprint on my ticket. Am I expected to just do this?",We understand your situation and will try to provide you with the best possible solution. Kindly go to the boarding counter.,Negative
Security check related queries,Stress,I am already very late for the flight. I fear if I would be able to board the flight. Such a long queue at the security check. ,"Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,"Already, I am running late for the trip. I worry about being allowed to take the aeroplane. The line at the security checkpoint was so long.","Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,I guess I will miss the trip by a long shot. I worry about whether I'll be allowed to board the plane.There is really large line at the security checkpoint.,"Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,Already running significantly late for the flight; whether I could get on the plane is something I worry about. It was very crowded at the security checkpoint.,"Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,I'm as of now exceptionally late for the flight. I dread if I could have the option to load onto the flight. Such a long line at the security check.,"Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,Can we skip the security check? I am getting very late. ,"Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,"Can we bypass the security inspection? It's becoming pretty late, so","Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,Can the security check be skipped? My time is running out.,"Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,Can the security inspection be skipped? I'm running dangerously late and it is very important for me to board the flight.,"Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,"Can we bypass the security check? It's becoming quite late, so could we be excused please.","Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,Could we at any point avoid the security check? I'm getting extremely late.,"Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,I am unsure of the items allowed in the security check. How should I proceed now?,"Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,I'm not sure what can be brought through security. What should I do next?,"Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,I'm not sure what is permitted via the security check. What steps should I take next?,"Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,The things that can go through security screening are unknown to me. I don't know what to do next.,"Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,I'm not sure what can go through security. What should I do at this point?,"Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,I'm uncertain of the things permitted in the security check. How could I continue now?,"Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,I have a pointed needle in my bag. Is it allowed or not?,"Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,"In my bag, I have a sharp needle. Is it acceptable or not?","Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,A sharp needle is in my bag. Is it permitted or not?,"Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,I have a sharp needle in my backpack. Is it legal or not?,"Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,I have a sharp needle in my pack. Is it permitted or not?,"Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,Is [any item] allowed in the security check? ,"Here are some restricted items [list of items not allowed]. To avoid any kind of detailed interogation, kindly make sure you do not carry anything from the above list with you.",Negative
Security check related queries,Stress,I am in hurry as my flight will depart shortly. Can I bypass the security check or could they complete my security check first? ,"Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,"Since my flight is leaving in a few minutes, I must hurry. Is it possible for them to finish their security check before mine, or can I circumvent it?","Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,"I need to get going because my flight is leaving soon. Can they finish my security check before they finish theirs, or can I get around it?","Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,"I need to go soon because of my flight. Is it possible for them to finish my security check before they finish theirs, or can I get around it?","Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,"I need to get going because my flight is leaving in a few minutes. Can they finish my security check before they finish theirs, or can I skip it?","Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Stress,I'm in hustle as my flight will leave not long from now. Might I at any point sidestep the security check or might they at some point finish my security really take a look from the start?,"Security check is necessary for every passenger’s security. Everyones co-operation is needed. In order to save time, keep your ID card ready with you.",Negative
Security check related queries,Happy,It is good to see our security personals are doing there duty so well. I also wanted to help to them.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,It is encouraging to see how well our security personnel are performing their duties. I also desired to assist them.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"It is encouraging to see our security personnel performing their duties so effectively. Like you, I wanted to assist them.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,That our security personnel are performing their duties so well is encouraging. My desire is to assist them as well.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,It's encouraging to see how successfully our security personnel are performing their duties. I also want to support them.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,It is great to see our security personals are performing there responsibility so well. I additionally needed to serve to them.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"Oh! I can't believe I am going to board a flight in my life. Although the queue at security check is moving fast, but still is there any other way around? I can't wait to see the entire airport.  ",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"Oh! I find it unbelievable that I will ever take a flight. There may be a quick line at the security checkpoint, but is there another option? Looking forward to exploring the entire airport.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"Oh! It still shocks me that I'm getting on a plane. Is there an other route, despite the security checkpoint line moving quickly? It will be exciting to explore the entire airport.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"Oh! I can't believe I'm on my first flight ever. Is there another option, even though the line at the security check is moving quickly? I can't wait to explore the entire airport.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,Oh! I can't believe I'm going to take my first flight ever. Is there another way even though the line at the security check is moving quickly? I'm eager to explore the entire airport.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"Goodness! I can't completely accept that I will get onto a trip in my life. Albeit the line at security check is moving quick, yet at the same time is there some other strategy for getting around? I can hardly hold on to see the whole air terminal.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,I am boarding a flight for the first time. It feels so unreal. I cannot wait more to explore the airport myself. Please check me first and let me in. ,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"For the first time ever, I'm getting on a plane. It seems so unbelievable. I am really eager to tour the airport on my own. Let me in with some priority after I've been checked, please.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,I'm getting on a plane for the first time. That is really surreal. I am really eager to see the airport for myself. Please let me in first after I've been checked.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"For the first time, I'm getting on a plane. So far, it seems surreal. To myself tour the airport, I can't wait any longer. Check me first and permit me entry, please. ",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,I'm getting onto a trip interestingly. It feels so unbelievable. I can hardly stand by more to investigate the air terminal myself. Kindly take a look at me first and let me in.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,Security check is important and it is good to see that it is managed so well here. Kudos to the team. ,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"Security checks are crucial, thus it's encouraging to see that they are handled so well in this place. Bravo to the group.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,It is encouraging to see that security checks are handled so well here because they are crucial. Bravo to the team!,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"The fact that this place manages security checks so well shows how crucial they are. Well done, team!",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,It's fantastic to see that security checks are handled so well here since they are crucial. Congratulations to the team.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,Security check is significant and it is great to see that it is overseen so well here. Praise to the group.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,The security personnels work so hard here. They have my great respect.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,The security personnel put in a lot of effort here. I have a lot of respect for them.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,The security staff works incredibly hard here. I greatly appreciate them.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,The guards here put in a lot of effort. My admiration for them is unwavering.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,The security staff works quite hard here. They have my utmost regard.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,The security staffs really buckle down here. They have my incredible regard.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,I am happy as I am going back to my home after a long time. I would be able to take some gifts for my homies if I could just move through this check quickly. Could I get this much of favour? ,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"I'm glad to be returning home after a lengthy absence. If I could simply get through this check quickly, I would be able to take some things for my friends. Could I possibly get this much favor?",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"I've been away from home for a while, so I'm glad to be returning. If I could only get through this check quickly, I'd be able to take a few gifts for my friends. Could I get such a big favor?",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"Returning home after a long absence makes me joyful. If only I could get through this check quickly, I would be able to take some gifts for my friends. Can I expect to receive such a great favor?",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,I'm cheerful as I'm returning to my home after quite a while. I would have the option to take a few gifts for my home; slices in the event that I could simply go through this check rapidly. Might I at some point get this a lot of favor?,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,The security is always attentive here at the airport. That's very impressive and good for all of us. ,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"At the airport, security is always vigilant. That's fantastic and beneficial to us all.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"At the airport, security is constantly on guard. That is excellent for all of us and really outstanding.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"Here at the airport, the security is always on guard. We should all be very proud of that.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"Here at the airport, security is very vigilant. That's fantastic for all of us and incredibly outstanding.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,The security is dependably mindful here at the air terminal. That is extremely great and great for us all.,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"It is good to see security check system working so well. I am a government employee, do I also need to stand in queue and get scanned. ",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,The security check mechanism operating so well is encouraging. Do I also have to wait in line and have my bag searched as I work for the government?No special concession for us people. ;),Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,The security check system's efficient operation is encouraging. Do I also need to queue up and get scanned. I would like to mention that I work for the government?,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"That the security check mechanism is functioning so well is encouraging. Considering that I work for the government, do I also have to wait in line and have my bag scanned?",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,It is encouraging to observe how successfully the security check mechanism is doing. Do I also have to wait in line and get scanned since I work for the government?,Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"It is great to see security check framework functioning admirably. I'm an administration worker, do I likewise need to remain in line and get checked.",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
Security check related queries,Happy,"The airport is clean and maintained. That's very impressive! Well, I work with government, I think I can atleast bypass the security check. There is no harm in checking me, but in order to save time I am asking this question. ",Thank you for your positive feedback. Passenger’s safety is our priority. Help the personals by cooperating with them and that too with a smile. Have a nice day!,Positive
